UUID,sector,category,activity_id,name,activity_unit,kgCO2e-AR5,kgCO2e-AR4,kgCO2,kgCH4,kgN2O,kgCO2e-OtherGHGs-AR5,kgCO2e-OtherGHGs-AR4,uncertainty,scope,lca_activity,source,dataset,year_released,year_valid_from,region,data_quality,data_accessed,description,source_link
e7d48578-20af-46df-9642-b82cc0d628a6,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.451609977324263,4.852607709750567e-05,6.802721088435374e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-MROW, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
caa6d935-d628-4b1c-b95f-b298f68db432,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.24462585034013604,3.265306122448979e-05,4.081632653061224e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-NEWE, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
e851530e-4656-47cc-a0ae-046001c98980,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.28780045351473926,2.630385487528345e-05,3.6281179138322e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-NWPP, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
64d0df8e-178e-427c-8c13-4196862bdcc5,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.37043083900226753,8.616780045351474e-06,9.0702947845805e-07,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-NYCW, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
e1d92590-c675-42a0-890b-3baa42281688,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.5491609977324263,5.714285714285714e-05,7.2562358276644e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-NYLI, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
0ad360da-0d08-47b3-bd9f-6d065325e7be,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.1057142857142857,6.802721088435374e-06,9.0702947845805e-07,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-NYUP, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
017c60a5-c99d-4881-bb74-51237e6fdea4,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.7065759637188208,3.673469387755102e-05,5.895691609977324e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-PRMS, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
77e57eef-7706-4895-813f-a4304614da13,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.30512471655328793,2.2222222222222223e-05,3.1746031746031746e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-RFCE, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
cb81f693-2e49-4713-98d7-50eda947d5c2,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.5506122448979591,5.215419501133787e-05,7.2562358276644e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-RFCM, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
01202027-1b04-4c51-ba03-cee510e9024c,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.4744217687074829,4.308390022675737e-05,6.349206349206349e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-RFCW, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
0455e567-0b7d-42ae-bdb3-d25e2865550e,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.525578231292517,4.943310657596372e-05,7.2562358276644e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-RMPA, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
98ae304a-1db7-40e2-85f1-297853a038b6,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.4497505668934241,4.897959183673469e-05,7.2562358276644e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-SPNO, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
a57fcb2c-d23f-46ea-ae1e-aa33db6e91d3,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.4678458049886621,3.6281179138321995e-05,5.4421768707483e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-SPSO, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
d8b7933b-faeb-487e-9578-ae3bf9dc2396,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.35043083900226757,1.8140589569160997e-05,2.72108843537415e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-SRMV, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
c9a7b710-2b73-4b6f-9885-a8b37e139678,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.6997732426303855,7.755102040816327e-05,1.1337868480725624e-05,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-SRMW, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
fe8d0101-5be3-4fd9-9402-6a0d250f54b1,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.4044897959183673,3.038548752834467e-05,4.535147392290249e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-SRSO, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
04207325-a039-4778-a80d-e6828fc644d9,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.4224943310657596,3.945578231292517e-05,5.895691609977324e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-SRTV, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
aac1f195-2b7c-474b-ad98-525d789545d8,Energy,Electricity,electricity-supply_grid-source_supplier_mix,Electricity supplied from grid,kWh,not-supplied,not-supplied,0.2901133786848073,2.3582766439909296e-05,3.1746031746031746e-06,not-supplied,not-supplied, ,2,electricity_generation,EPA,GHG Emission Factors Hub,2023,2023,US-SRVC, ,03/05/2024,Emission intensity of the total output of electricity in the US eGrid subregion specified as reported for 2023 based on 2020 statistics. Total output emission factors can be used as default factors for estimating GHG emissions from electricity use when developing a carbon footprint or emissions inventory. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
becc169a-2601-4721-9540-d090ab4b1545,Waste,Aluminum Cans Waste,waste-type_aluminum_cans-disposal_method_recycled,Aluminum Cans - Recycled,short ton,not-supplied,60.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
975ef425-bfb3-40f3-a701-f76d25718a4b,Waste,Aluminum Ingot Waste,waste-type_aluminum_ingot-disposal_method_recycled,Aluminum Ingot - Recycled,short ton,not-supplied,40.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
38152dbc-d29f-449a-826c-6194609d4ada,Waste,Steel Cans Waste,waste-type_steel_cans-disposal_method_recycled,Steel Cans - Recycled,short ton,not-supplied,320.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
b57c8f9e-792e-4761-97e4-d5816d7d1c11,Waste,Copper Wire Waste,waste-type_copper_wire-disposal_method_recycled,Copper Wire - Recycled,short ton,not-supplied,180.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
1aa79df9-1497-4ed4-bcb4-84d709eb0edd,Waste,Glass Waste,waste-type_glass-disposal_method_recycled,Glass - Recycled,short ton,not-supplied,50.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
088c9b33-45cc-49be-bad7-fa9f066a4329,Waste,HDPE Waste,waste-type_hdpe-disposal_method_recycled,HDPE - Recycled,short ton,not-supplied,210.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
b75dcb6d-2ade-430a-9ba8-474d8e903614,Waste,LDPE Waste,waste-type_ldpe-disposal_method_recycled,LDPE - Recycled,short ton,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
1404dcab-1309-47b8-9868-9b11a1225877,Waste,PET Waste,waste-type_pet-disposal_method_recycled,PET - Recycled,short ton,not-supplied,230.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
a9b8b51c-e1d1-4eac-b708-fc65defb49cd,Waste,LLDPE Waste,waste-type_lldpe-disposal_method_recycled,LLDPE - Recycled,short ton,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
dedd6929-0e6c-4c6a-83d9-0b8b1d342511,Waste,PP Waste,waste-type_pp-disposal_method_recycled,PP - Recycled,short ton,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
a398bddc-3818-4264-96db-c8fd812b423e,Waste,PS Waste,waste-type_ps-disposal_method_recycled,PS - Recycled,short ton,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
762ee634-bde8-4958-93c6-fb55a47a3ee7,Waste,PVC Waste,waste-type_pvc-disposal_method_recycled,PVC - Recycled,short ton,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
adf86de8-77b4-43dd-b650-8459f8a47f24,Waste,PLA Waste,waste-type_pla-disposal_method_recycled,PLA - Recycled,short ton,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
74194124-8400-46eb-831c-664b6143e95e,Waste,Corrugated Containers Waste,waste-type_corrugated_containers-disposal_method_recycled,Corrugated Containers - Recycled,short ton,not-supplied,110.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
3723f043-72e1-4932-b93f-6ac0281b021c,Waste,Magazines/Third-class mail Waste,waste-type_magazines/third-class_mail-disposal_method_recycled,Magazines/Third-class mail - Recycled,short ton,not-supplied,20.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
a017b351-99eb-4250-bd69-4ca1e5d73bd8,Waste,Newspaper Waste,waste-type_newspaper-disposal_method_recycled,Newspaper - Recycled,short ton,not-supplied,20.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
591129f8-8642-4c78-8861-afddc253642d,Waste,Office Paper Waste,waste-type_office_paper-disposal_method_recycled,Office Paper - Recycled,short ton,not-supplied,20.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
69f53259-8abe-4aa5-80b4-ed4b08764726,Waste,Phonebooks Waste,waste-type_phonebooks-disposal_method_recycled,Phonebooks - Recycled,short ton,not-supplied,40.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
448fe02f-5ca7-4cf9-a4ef-42f0a91f9507,Waste,Textbooks Waste,waste-type_textbooks-disposal_method_recycled,Textbooks - Recycled,short ton,not-supplied,40.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
23e239ca-b25b-4d2a-a0b2-5a5e24949b76,Waste,Dimensional Lumber Waste,waste-type_dimensional_lumber-disposal_method_recycled,Dimensional Lumber - Recycled,short ton,not-supplied,90.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
9bd4e74a-7779-4221-88d8-6c49cb3f3ffc,Waste,Medium-density Fiberboard Waste,waste-type_medium-density_fiberboard-disposal_method_recycled,Medium-density Fiberboard - Recycled,short ton,not-supplied,150.0,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
1f734525-719a-4822-abff-5d99b0799790,Waste,Food Waste (non-meat) Waste,waste-type_food_waste_(non-meat)-disposal_method_recycled,Food Waste (non-meat) - Recycled,short ton,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
8474c4c1-393a-4fae-8f44-8db70baf25fd,Waste,Food Waste (meat only) Waste,waste-type_food_waste_(meat_only)-disposal_method_recycled,Food Waste (meat only) - Recycled,short ton,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
9c583be8-a9db-4b79-9897-279c2111fb8d,Waste,Beef Waste,waste-type_beef-disposal_method_recycled,Beef - Recycled,short ton,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
423ece75-6fa9-4dd7-87b0-0318f69509e7,Waste,Poultry Waste,waste-type_poultry-disposal_method_recycled,Poultry - Recycled,short ton,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
a574de84-c20e-4a8d-870e-02b8b26ec8c6,Waste,Grains Waste,waste-type_grains-disposal_method_recycled,Grains - Recycled,short ton,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied, ,3,end_of_life,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of recycling the specified material. These factors do not include any avoided emissions impact from any of the disposal methods. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility. Retrieved from the EPA's GHG Emission Factors Hub (xlsx).,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
