UUID,sector,category,activity_id,name,activity_unit,kgCO2e-AR5,kgCO2e-AR4,kgCO2,kgCH4,kgN2O,kgCO2e-OtherGHGs-AR5,kgCO2e-OtherGHGs-AR4,uncertainty,scope,lca_activity,source,dataset,year_released,year_valid_from,region,data_quality,data_accessed,description,source_link
9a3e27f9-0e87-4d52-a4a5-7cdf82424ba0,Energy,Fuel,fuel-type_anthracite_coal-fuel_use_stationary_combustion,Anthracite Coal,MMBTU,not-supplied,not-supplied,103.69,0.011,0.0016,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
c8776fbe-1035-46dc-b828-4f3ae7f1950b,Energy,Fuel,fuel-type_bituminous_coal-fuel_use_stationary_combustion,Bituminous Coal,MMBTU,not-supplied,not-supplied,93.28,0.011,0.0016,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
44be291d-824e-4b4b-82fc-f56ff97e00ca,Energy,Fuel,fuel-type_sub-bituminous_coal-fuel_use_stationary_combustion,Sub-bituminous Coal,MMBTU,not-supplied,not-supplied,97.17,0.011,0.0016,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
a427162f-858a-4bf6-a878-aa668dcda63f,Energy,Fuel,fuel-type_lignite_coal-fuel_use_stationary_combustion,Lignite Coal,MMBTU,not-supplied,not-supplied,97.72,0.011,0.0016,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
2616e0e5-47bf-4d5d-8bc4-797f00b9f92f,Energy,Fuel,fuel-type_mixed_(commercial_sector)-fuel_use_stationary_combustion,Mixed (Commercial Sector),MMBTU,not-supplied,not-supplied,94.27,0.011,0.0016,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
337e4b32-4eb6-44fc-9182-d1e01a28d874,Energy,Fuel,fuel-type_mixed_(electric_power_sector)-fuel_use_stationary_combustion,Mixed (Electric Power Sector),MMBTU,not-supplied,not-supplied,95.52,0.011,0.0016,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
85422860-60de-4b8a-ba67-45e4e72d2946,Energy,Fuel,fuel-type_mixed_(industrial_coking)-fuel_use_stationary_combustion,Mixed (Industrial Coking),MMBTU,not-supplied,not-supplied,93.9,0.011,0.0016,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
d8ee0b63-1f34-4e02-98dc-47c0ecc3ba56,Energy,Fuel,fuel-type_mixed_(industrial_sector)-fuel_use_stationary_combustion,Mixed (Industrial Sector),MMBTU,not-supplied,not-supplied,94.67,0.011,0.0016,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
c5a7310e-8950-4b32-a2b7-4ffc9fde66e7,Energy,Fuel,fuel-type_coal_coke-fuel_use_stationary_combustion,Coal Coke,MMBTU,not-supplied,not-supplied,113.67,0.011,0.0016,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
23253879-80f5-425f-aaed-d2ea2554fddd,Energy,Fuel,fuel-type_municipal_solid_waste-fuel_use_stationary_combustion,Municipal Solid Waste,MMBTU,not-supplied,not-supplied,90.7,0.032,0.004200000000000001,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
9926a8ce-5ee6-43bf-b2cc-75706b508b57,Energy,Fuel,fuel-type_petroleum_coke_(solid)-fuel_use_stationary_combustion,Petroleum Coke (Solid),MMBTU,not-supplied,not-supplied,102.41,0.032,0.004200000000000001,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
8032511e-290d-41bc-96b7-fbade28cb0de,Energy,Fuel,fuel-type_plastics-fuel_use_stationary_combustion,Plastics,MMBTU,not-supplied,not-supplied,75,0.032,0.004200000000000001,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
b757ff60-a0bd-4776-afcb-ff3ad35bbd57,Energy,Fuel,fuel-type_tires-fuel_use_stationary_combustion,Tires,MMBTU,not-supplied,not-supplied,85.97,0.032,0.004200000000000001,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
5efbc8bf-3247-48a0-bf0a-e0397df260ef,Energy,Fuel,fuel-type_agricultural_byproducts-fuel_use_stationary_combustion,Agricultural Byproducts,MMBTU,not-supplied,not-supplied,118.17,0.032,0.004200000000000001,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
7f39f0f1-bff9-439d-944b-6c60101f910a,Energy,Fuel,fuel-type_peat-fuel_use_stationary_combustion,Peat,MMBTU,not-supplied,not-supplied,111.84,0.032,0.004200000000000001,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
137dea4d-60fa-4c53-adc5-9f1432c0abee,Energy,Fuel,fuel-type_solid_byproducts-fuel_use_stationary_combustion,Solid Byproducts,MMBTU,not-supplied,not-supplied,105.51,0.032,0.004200000000000001,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
d31eef4a-31a2-4ba5-bc04-792524ca8e05,Energy,Fuel,fuel-type_wood_and_wood_residuals-fuel_use_stationary_combustion,Wood and Wood Residuals,MMBTU,not-supplied,not-supplied,93.8,0.0072,0.0036,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
daa39b86-185d-445f-b4c1-c3efefdd629a,Energy,Fuel,fuel-type_anthracite_coal-fuel_use_stationary_combustion,Anthracite Coal,short ton,not-supplied,not-supplied,2602,0.276,0.04,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
0ef7705f-db37-44ee-9f43-85fa768dbc29,Energy,Fuel,fuel-type_bituminous_coal-fuel_use_stationary_combustion,Bituminous Coal,short ton,not-supplied,not-supplied,2325,0.274,0.04,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
68747f97-d4e4-4a01-8b4a-13882a9f06b8,Energy,Fuel,fuel-type_sub-bituminous_coal-fuel_use_stationary_combustion,Sub-bituminous Coal,short ton,not-supplied,not-supplied,1676,0.19,0.028,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
46d46382-1f0b-4edb-9d00-f7827aaf6bb3,Energy,Fuel,fuel-type_lignite_coal-fuel_use_stationary_combustion,Lignite Coal,short ton,not-supplied,not-supplied,1389,0.156,0.023,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
e92256eb-dae2-4440-9446-7ce4b3e3af50,Energy,Fuel,fuel-type_mixed_(commercial_sector)-fuel_use_stationary_combustion,Mixed (Commercial Sector),short ton,not-supplied,not-supplied,2016,0.235,0.034,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
e351ccbc-c8e0-4815-8ad2-62a6b5bb4e55,Energy,Fuel,fuel-type_mixed_(electric_power_sector)-fuel_use_stationary_combustion,Mixed (Electric Power Sector),short ton,not-supplied,not-supplied,1885,0.217,0.032,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
82805102-32eb-4ac3-b2e1-f8ba8db027b0,Energy,Fuel,fuel-type_mixed_(industrial_coking)-fuel_use_stationary_combustion,Mixed (Industrial Coking),short ton,not-supplied,not-supplied,2468,0.289,0.042,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
34f936a7-616f-4993-bab6-42e8ed2d68b9,Energy,Fuel,fuel-type_mixed_(industrial_sector)-fuel_use_stationary_combustion,Mixed (Industrial Sector),short ton,not-supplied,not-supplied,2116,0.246,0.036,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
64035f7c-d9df-42e7-9406-d67e3a89977a,Energy,Fuel,fuel-type_coal_coke-fuel_use_stationary_combustion,Coal Coke,short ton,not-supplied,not-supplied,2819,0.273,0.04,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
d7abe1ba-ccf7-4d9f-994b-e8f2d2204fa9,Energy,Fuel,fuel-type_municipal_solid_waste-fuel_use_stationary_combustion,Municipal Solid Waste,short ton,not-supplied,not-supplied,902,0.318,0.042,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
4901e66b-aeb7-436a-829f-f672a4c592a1,Energy,Fuel,fuel-type_petroleum_coke_(solid)-fuel_use_stationary_combustion,Petroleum Coke (Solid),short ton,not-supplied,not-supplied,3072,0.96,0.126,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
dead7d75-e74e-4058-b381-27655ddf59de,Energy,Fuel,fuel-type_plastics-fuel_use_stationary_combustion,Plastics,short ton,not-supplied,not-supplied,2850,1.216,0.16,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
349fd156-d4ff-4a0b-90b9-a19729105828,Energy,Fuel,fuel-type_tires-fuel_use_stationary_combustion,Tires,short ton,not-supplied,not-supplied,2407,0.896,0.118,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
5311b4c2-89a6-45af-8a73-89352ddc02bd,Energy,Fuel,fuel-type_agricultural_byproducts-fuel_use_stationary_combustion,Agricultural Byproducts,short ton,not-supplied,not-supplied,975,0.264,0.035,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
8d0ca9af-82ec-45d4-9ccd-761c14ff975d,Energy,Fuel,fuel-type_peat-fuel_use_stationary_combustion,Peat,short ton,not-supplied,not-supplied,895,0.256,0.034,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
b61f9cfd-bf11-400a-9410-c77d6bb040dc,Energy,Fuel,fuel-type_solid_byproducts-fuel_use_stationary_combustion,Solid Byproducts,short ton,not-supplied,not-supplied,1096,0.332,0.044,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
e5862399-a799-482f-ad03-18b52e632ec8,Energy,Fuel,fuel-type_wood_and_wood_residuals-fuel_use_stationary_combustion,Wood and Wood Residuals,short ton,not-supplied,not-supplied,1640,0.126,0.063,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
04b4bbe9-dc0e-47d5-a3e5-ecb035d4c802,Energy,Fuel,fuel-type_natural_gas-fuel_use_stationary_combustion,Natural Gas,MMBTU,not-supplied,not-supplied,53.06,0.001,0.0001,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
03a62485-8274-4504-8635-cc1055f19611,Energy,Fuel,fuel-type_blast_furnace_gas-fuel_use_stationary_combustion,Blast Furnace Gas,MMBTU,not-supplied,not-supplied,274.32,2.2000000000000003e-05,0.0001,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
fcad68c5-d400-4b30-88bc-af5c29d5eb7e,Energy,Fuel,fuel-type_coke_oven_gas-fuel_use_stationary_combustion,Coke Oven Gas,MMBTU,not-supplied,not-supplied,46.85,0.00047999999999999996,0.0001,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
27760d13-6959-486d-893e-246455b113d1,Energy,Fuel,fuel-type_fuel_gas-fuel_use_stationary_combustion,Fuel Gas,MMBTU,not-supplied,not-supplied,59,0.003,0.0006,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
09d11280-9d00-4d9f-b411-0a7ef473d78d,Energy,Fuel,fuel-type_propane_gas-fuel_use_stationary_combustion,Propane Gas,MMBTU,not-supplied,not-supplied,61.46,0.003,0.0006,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
cab15ad4-606c-492e-8187-3ed2b9891c86,Energy,Fuel,fuel-type_landfill_gas-fuel_use_stationary_combustion,Landfill Gas,MMBTU,not-supplied,not-supplied,52.07,0.0032,0.00063,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
4dc87d92-7ab9-429c-97c1-70e8fac0eb47,Energy,Fuel,fuel-type_other_biomass_gases-fuel_use_stationary_combustion,Other Biomass Gases,MMBTU,not-supplied,not-supplied,52.07,0.0032,0.00063,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
f78a65ef-b4f2-4f3f-ba40-aef1bf1ad2a9,Energy,Fuel,fuel-type_natural_gas-fuel_use_stationary_combustion,Natural Gas,scf,not-supplied,not-supplied,53.06,1.03e-06,1.0000000000000001e-07,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
29e90917-d503-4434-9ebc-3d855362bcb3,Energy,Fuel,fuel-type_blast_furnace_gas-fuel_use_stationary_combustion,Blast Furnace Gas,scf,not-supplied,not-supplied,274.32,1.9999999999999997e-09,9e-09,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
77fe6b50-aa6b-4b59-a445-fc9c1adb9251,Energy,Fuel,fuel-type_coke_oven_gas-fuel_use_stationary_combustion,Coke Oven Gas,scf,not-supplied,not-supplied,46.85,2.88e-07,6.000000000000001e-08,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
30b87ff0-7ef6-447e-b666-5f576a77366e,Energy,Fuel,fuel-type_fuel_gas-fuel_use_stationary_combustion,Fuel Gas,scf,not-supplied,not-supplied,59,4.164e-06,8.33e-07,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
3d07acb5-7dfd-44d8-bc31-25bc64dd5620,Energy,Fuel,fuel-type_propane_gas-fuel_use_stationary_combustion,Propane Gas,scf,not-supplied,not-supplied,61.46,7.548e-06,1.5100000000000002e-06,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
752dc6ca-e633-4093-9aec-ef67d414b0af,Energy,Fuel,fuel-type_landfill_gas-fuel_use_stationary_combustion,Landfill Gas,scf,not-supplied,not-supplied,52.07,1.552e-06,3.06e-07,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
c1b37dac-f055-4cfb-9c03-40388567064d,Energy,Fuel,fuel-type_other_biomass_gases-fuel_use_stationary_combustion,Other Biomass Gases,scf,not-supplied,not-supplied,52.07,2.0960000000000003e-06,4.13e-07,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
748913fe-9fd0-449e-ac12-8eb6e407f925,Energy,Fuel,fuel-type_asphalt_and_road_oil-fuel_use_stationary_combustion,Asphalt and Road Oil,MMBTU,not-supplied,not-supplied,75.36,0.003,0.0006,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
8eb7630d-a16b-4130-9c2f-0b68c8818739,Energy,Fuel,fuel-type_aviation_gasoline-fuel_use_stationary_combustion,Aviation Gasoline,MMBTU,not-supplied,not-supplied,69.25,0.003,0.0006,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
4b87ffa4-7a79-4d74-9541-a8721865f038,Energy,Fuel,fuel-type_butane-fuel_use_stationary_combustion,Butane,MMBTU,not-supplied,not-supplied,64.77,0.003,0.0006,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
b0f4e448-b9d6-4bad-a224-ba688148759e,Energy,Fuel,fuel-type_butylene-fuel_use_stationary_combustion,Butylene,MMBTU,not-supplied,not-supplied,68.72,0.003,0.0006,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
9bde388b-a187-4201-8406-64228b20cb3c,Energy,Fuel,fuel-type_crude_oil-fuel_use_stationary_combustion,Crude Oil,MMBTU,not-supplied,not-supplied,74.54,0.003,0.0006,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
a1132668-71ff-410e-bd52-2b8d35fa597a,Energy,Fuel,fuel-type_distillate_fuel_oil_no._1-fuel_use_stationary_combustion,Distillate Fuel Oil No. 1,MMBTU,not-supplied,not-supplied,73.25,0.003,0.0006,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
1ace3ae6-ee9b-42a2-aeb5-43957002b196,Energy,Fuel,fuel-type_distillate_fuel_oil_no._2-fuel_use_stationary_combustion,Distillate Fuel Oil No. 2,MMBTU,not-supplied,not-supplied,73.96,0.003,0.0006,not-supplied,not-supplied, ,1,fuel_combustion,EPA,GHG Emission Factors Hub,2023,2023,US, ,03/05/2024,Emission intensity of stationary combustion of fuel. Retrieved from the GHG Emission Factors Hub (xlsx) file published by the US EPA at the source URL.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
